id,tc_38,std_38,tc_49,std_49,tc_51,std_51,tc_mean,tc_min,tc_max,formula,e_above_hull,band_gap,is_metal,theoretical,nsites,spacegroup,crystal_system,is_magnetic,magnetization,density,known_parent,chem,supercon_tc_exact,supercon_tc_family,supercon
mp-1228239,9.009,4.341,19.302,6.24,11.455,7.569,13.255333333333333,9.009,19.302,Ba4La2Cu6O13,0.007884074033325028,0.0,True,True,25.0,Fmmm,Orthorhombic,False,0.0023379,6.2291547005424075,False,cuprate-like,,93.0,family
mp-541136,1.251,0.128,13.847,7.755,24.371,30.471,13.15633333333333,1.251,24.371,KCrCuF6,0.00042000444444045826,0.3488,False,False,36.0,P2_1/c,Monoclinic,True,15.998479,3.453050230749703,False,other,,,none
mp-1041597,14.712,9.168,9.438,1.557,14.83,3.618,12.993333333333332,9.438,14.83,BiO2,0.02072013333333267,0.0,True,True,12.0,Imma,Orthorhombic,False,0.0033915,8.384115846162821,False,other,,,none
mp-1223231,13.256,1.551,13.52,2.099,11.592,3.34,12.789333333333333,11.592,13.52,KTl(CoSe)4,0.03781510488749795,0.0,True,True,10.0,P4/mmm,Tetragonal,True,4.1199858,6.553409306732725,False,other,,,none
mp-9418,7.691,9.432,19.935,11.854,10.673,2.429,12.766333333333334,7.691,19.935,Eu(CuO2)2,0.0,0.0,True,True,14.0,I4_1/a,Tetragonal,True,13.9999964,7.1319557038476695,False,cuprate-like,,,none
mp-504563,9.821,2.353,21.317,3.502,7.105,3.166,12.747666666666666,7.105,21.317,BaFe2Se3,0.05822068625000032,0.0,True,False,24.0,Pnma,Orthorhombic,True,27.9984787,5.318568621977069,True,Fe-pnictide/chalcogenide,11.0,39.0,exact
mp-1102153,9.344,6.82,20.77,2.766,8.022,2.205,12.711999999999998,8.022,20.77,BaFe2Se3,0.060868925000000296,0.0,True,False,12.0,Cmcm,Orthorhombic,True,13.9999563,5.358270399916018,False,Fe-pnictide/chalcogenide,11.0,39.0,exact
mp-1221006,5.64,0.717,26.509,7.093,5.972,6.463,12.707,5.64,26.509,NaFeCuSe2,0.06368580650000055,0.0,True,True,5.0,P3m1,Trigonal,True,4.0019372,4.940450894521751,False,Fe-pnictide/chalcogenide,,,none
mp-15186,8.239,9.045,12.264,5.514,17.305,1.343,12.602666666666666,8.239,17.305,Er(CuO2)2,0.0,0.0,True,True,14.0,I4_1/a,Tetragonal,False,2.0005096,8.001992911555321,False,cuprate-like,,0.0,family
mp-974002,11.973,4.764,11.6,15.018,14.165,5.467,12.579333333333333,11.6,14.165,OF3,0.21492409062499984,0.0,True,True,8.0,P1,Triclinic,True,1.9999512,2.361597746723766,False,other,,,none
mp-1228221,20.334,6.689,8.913,5.673,8.413,0.581,12.553333333333333,8.413,20.334,Ba4PrHo(Cu3O7)2,0.0347826624839751,0.0,True,True,26.0,Pmmm,Orthorhombic,False,0.0001555,6.6844526734144125,False,cuprate-like,,24.3,family
mp-1065697,16.902,40.902,7.984,7.875,12.126,5.521,12.337333333333333,7.984,16.902,O2,1.5793310049999998,0.0,True,True,1.0,P4/mmm,Tetragonal,False,0.0024843,3.1084112088063462,False,other,0.65,0.65,exact
mp-21539,3.449,2.018,10.568,5.234,22.93,19.819,12.315666666666667,3.449,22.93,CaCr2Cu3(SbO6)2,0.059656926749994454,0.7673016134665094,False,False,40.0,Pn-3,Cubic,True,17.9983785,5.910614763966667,False,cuprate-like,,,none
mp-1065250,11.005,3.572,10.57,2.212,15.006,8.537,12.193666666666667,10.57,15.006,S,0.34762770437500023,0.0,True,True,4.0,P2_1/c,Monoclinic,False,0.0001275,1.580355362746593,False,other,13.0,13.0,exact
mp-1042214,7.515,2.519,13.625,7.215,15.369,5.176,12.169666666666666,7.515,15.369,BaYCuBiO5,0.08515867887731865,0.0,True,True,9.0,P4mm,Tetragonal,False,0.0159792,6.718856449099112,False,cuprate-like,,,none
mp-1045870,1.797,0.47,6.803,16.266,27.901,18.414,12.167,1.797,27.901,Ba2MgCr2CuF14,0.031044390749999096,0.8832,False,True,40.0,C2/c,Monoclinic,True,14.0007124,4.553010594067533,False,other,,,none
mp-1387,14.886,1.124,11.539,1.216,9.976,3.321,12.133666666666665,9.976,14.886,AlV3,0.0,0.0,True,False,8.0,Pm-3n,Cubic,False,3.8461597,5.434978798556363,True,other,,16.9,family
mp-1194161,3.036,1.142,10.564,2.458,22.599,10.365,12.066333333333333,3.036,22.599,Cr2Cu5(P2O9)2,0.003979065517211389,0.0,True,False,29.0,C2/m,Monoclinic,True,9.0007089,4.167846306862506,False,cuprate-like,,,none
mp-1188358,16.229,8.94,10.209,5.082,9.634,1.553,12.024000000000001,9.634,16.229,Sn(ClO)2,0.7762396691999998,0.0,True,False,20.0,P2_1/c,Monoclinic,True,7.9997656,2.5532991393166817,False,other,,,none
mp-1179722,22.425,14.449,10.596,1.98,2.982,1.502,12.001,2.982,22.425,RbLa(ClO)4,0.5934772119999998,1.4981,False,False,20.0,P2_12_12,Orthorhombic,True,4.0268816,2.6960598483314704,False,other,,,none
mp-22568,14.388,1.253,11.969,0.362,9.571,3.464,11.975999999999999,9.571,14.388,V3Ga,0.0,0.0,True,False,8.0,Pm-3n,Cubic,False,3.8132901,6.834443962889887,True,other,15.3,16.45,exact
mp-6496,25.186,5.346,6.887,2.125,3.759,5.676,11.944,3.759,25.186,Ba2Na(CuO2)3,0.0,0.0,True,False,24.0,Fmmm,Orthorhombic,True,4.001172,5.420245042071938,False,cuprate-like,,,none
mp-1182337,21.669,10.327,9.647,3.601,4.407,0.398,11.907666666666666,4.407,21.669,BaClO3,0.5291861554999997,0.17270000000000008,False,True,10.0,P1,Triclinic,True,2.0008761,3.599171634762961,False,other,,,none
mp-777964,7.196,2.98,7.979,3.686,20.498,11.3,11.891,7.196,20.498,Na2BiO3,0.03434196250000898,0.0,True,True,12.0,C2/m,Monoclinic,False,0.0019187,5.78543280545332,False,other,,,none
mp-1406521,7.154,5.507,21.537,15.723,6.963,1.704,11.884666666666666,6.963,21.537,CaCuO2,0.13066273729166689,0.0,True,True,16.0,P-1,Triclinic,False,0.0042649,4.405519683989437,False,cuprate-like,0.0,8.0,exact
mp-1102442,13.679,24.53,13.521,17.771,8.414,6.111,11.871333333333334,8.414,13.679,O2,0.7395696983333329,0.7723,False,False,12.0,P4_12_12,Tetragonal,False,7e-07,2.885545388562123,False,other,0.65,0.65,exact
mp-1198304,8.078,0.559,23.1,19.185,4.421,0.272,11.866333333333335,4.421,23.1,Mg2Cd(ClO2)6,0.6417689920238079,0.030301427530725178,False,True,42.0,Cc,Monoclinic,True,15.9993622,2.2092424140270275,False,other,,,none
mp-1180064,14.859,19.596,13.896,14.586,6.787,7.767,11.847333333333333,6.787,14.859,O2,0.38701357199999986,0.042300000000000004,False,True,10.0,P1,Triclinic,True,3.9993086,1.6680921409489535,False,other,0.65,0.65,exact
mp-30704,6.512,1.426,18.74,8.911,10.263,4.007,11.838333333333333,6.512,18.74,Nb5Ga3,0.2530591096875021,0.0,True,False,16.0,I4/mcm,Tetragonal,False,0.0135027,7.908130622920387,False,other,1.35,20.3,exact
mp-760179,1.852,3.605,22.44,5.774,11.21,0.977,11.834000000000001,1.852,22.44,Cu3(OF)2,0.03763774214285487,0.0,True,True,14.0,P2_1/c,Monoclinic,True,1.9985219,5.320210469465885,False,cuprate-like,,,none
mp-11393,9.849,4.874,13.076,4.31,12.539,6.306,11.821333333333333,9.849,13.076,Nb3Ga2,0.0,0.0,True,False,10.0,P4/mbm,Tetragonal,False,1e-07,8.235327417782276,True,other,,20.3,family
mp-1223472,7.16,2.382,18.769,11.502,9.223,3.545,11.717333333333334,7.16,18.769,KFeCuS2,0.10908437650000291,0.0,True,True,5.0,I-4m2,Tetragonal,True,3.8055509,3.9865321970432994,False,Fe-pnictide/chalcogenide,,,none
mp-1147645,23.99,11.878,4.846,3.303,6.211,4.255,11.682333333333332,4.846,23.99,Ba4Cu3SeO6,0.06473690571428214,0.0,True,True,14.0,Im-3m,Cubic,False,0.0013389,6.07451646772064,False,cuprate-like,,,none
mp-759897,5.474,9.534,21.955,7.886,7.61,4.93,11.679666666666668,5.474,21.955,Cu2OF2,0.030409311999999744,0.0,True,True,10.0,I4_1/amd,Tetragonal,True,3.9946669,3.634237446979265,False,cuprate-like,,,none
mp-1190173,16.378,9.971,6.835,1.839,11.657,7.826,11.623333333333335,6.835,16.378,CuPb3(ClO2)2,0.17684345975000149,0.0,True,False,20.0,P2_1/m,Monoclinic,False,0.0022594,6.884884012813274,False,cuprate-like,,,none
mp-1228431,14.246,8.74,11.291,1.676,9.161,2.696,11.566,9.161,14.246,Ba2Cu3BrClO4,0.09074744772727339,0.0,True,True,11.0,I-4m2,Tetragonal,True,0.6427604,4.670163736591882,False,cuprate-like,,,none
mp-35915,7.185,2.631,9.469,1.844,17.987,3.708,11.546999999999999,7.185,17.987,BaBi2O5,0.11154218124999904,0.0,True,True,8.0,P4/mmm,Tetragonal,False,0.0005656,6.313896982422281,False,other,,0.0,family
mp-759968,13.351,8.02,8.867,1.618,12.362,12.615,11.526666666666669,8.867,13.351,Na2BiO3,0.0,0.0,True,True,12.0,C2/c,Monoclinic,False,0.0,6.327240629596205,False,other,,,none
mp-1046001,12.279,7.039,14.749,2.051,7.468,1.394,11.498666666666665,7.468,14.749,Ba2AlTlCu2O7,0.2771601098878236,0.0,True,True,13.0,P4/mmm,Tetragonal,False,0.0023729,6.795378620539345,False,cuprate-like,,,none
mp-1218759,9.627,4.804,11.723,1.474,13.07,3.196,11.473333333333334,9.627,13.07,Sr2NdTlCu2O7,0.0043862828777481155,0.0,True,True,13.0,Pmm2,Orthorhombic,False,0.0026675,6.882078578434798,False,cuprate-like,,44.0,family
mp-3708,19.915,2.031,8.784,1.035,5.695,2.535,11.464666666666666,5.695,19.915,Tl(FeTe)3,0.03079198579545661,0.0,True,False,14.0,P6_3/m,Hexagonal,True,12.2684594,7.617710687248917,True,Fe-pnictide/chalcogenide,0.0,0.0,exact
mp-7466,14.8,1.728,12.741,6.934,6.823,2.556,11.454666666666668,6.823,14.8,CaCu2O3,0.031314935555555756,0.0,True,False,12.0,Pmmn,Orthorhombic,False,0.000494,4.689780289346515,False,cuprate-like,,8.0,family
mp-1101698,8.926,5.883,19.182,7.876,6.002,4.845,11.37,6.002,19.182,NaCu2O3,0.03812039166666814,0.0,True,True,12.0,Pmmn,Orthorhombic,False,0.0027873,4.393615987425834,False,cuprate-like,,,none
mp-37179,7.003,1.512,12.433,0.903,14.557,2.743,11.331000000000001,7.003,14.557,Ta2CN,0.12824822791666435,0.0,True,True,8.0,I4_1/amd,Tetragonal,False,0.0001315,14.515004873614448,False,other,,12.01,family
mp-655141,9.28,2.963,10.482,1.455,14.1,8.822,11.287333333333335,9.28,14.1,S,0.35730872854166673,0.8335000000000001,False,False,18.0,P3,Trigonal,False,0.0028848,1.0714607284950983,False,other,13.0,13.0,exact
mp-1330266,7.96,2.402,9.15,2.326,16.656,4.93,11.255333333333333,7.96,16.656,Zn3Bi2O7,0.08570324249999928,0.0,True,True,24.0,Cmc2_1,Orthorhombic,False,0.0001835,7.643032095917255,False,other,,,none
mp-2226422,6.897,0.369,18.222,7.252,8.63,2.564,11.249666666666668,6.897,18.222,Ba2MgCuHgO4,0.661534719722221,0.0,True,True,9.0,P4/mmm,Tetragonal,False,3.15e-05,6.37264812607245,False,cuprate-like,,,none
mp-1147560,23.597,7.489,5.894,0.438,4.248,1.125,11.246333333333332,4.248,23.597,KY(CuO2)2,0.037848303398437366,0.0,True,True,8.0,P4/mmm,Tetragonal,False,0.000912,4.899746563441769,False,cuprate-like,,,none
mp-1104173,15.362,2.079,10.641,4.686,7.546,4.38,11.183,7.546,15.362,Sr2GdCu2RuO8,0.048425310714264036,0.0,True,False,14.0,P4/mmm,Tetragonal,True,6.8994515,6.466896559084509,False,cuprate-like,16.45,37.75,exact
mp-1216741,11.504,3.745,13.924,4.306,8.064,1.788,11.164,8.064,13.924,Tl2Fe3Se4,0.09164586966666466,0.0,True,True,9.0,C222,Orthorhombic,True,6.4218582,7.016711158888979,False,Fe-pnictide/chalcogenide,,22.4,family
mp-1228301,15.725,4.735,8.143,4.427,9.615,2.104,11.161000000000001,8.143,15.725,Ba4PrY(Cu3O7)2,0.03249578607368431,0.0,True,True,26.0,Pmmm,Orthorhombic,False,3.64e-05,6.285425905014147,False,cuprate-like,,91.5,family
mp-20707,10.483,8.28,10.943,8.323,11.839,3.207,11.088333333333333,10.483,11.839,Gd(CuO2)2,0.0,0.0,True,True,14.0,I4_1/a,Tetragonal,False,12.0037911,7.425201442600423,False,cuprate-like,,0.0,family
mp-554430,6.093,1.134,13.74,5.462,13.189,3.582,11.007333333333333,6.093,13.74,NaCu(IO3)3,0.0,0.05699999999999994,False,False,28.0,P-1,Triclinic,True,1.998749,4.64275877825186,False,cuprate-like,,,none
mp-23129,13.393,8.691,12.049,1.312,7.489,4.13,10.976999999999999,7.489,13.393,Ba2Cu3(BrO2)2,0.07968923681818296,0.0,True,False,11.0,I4/mmm,Tetragonal,False,0.0362165,4.865547198203284,False,cuprate-like,,,none
mp-1194428,9.637,0.297,7.34,3.641,15.949,7.551,10.975333333333333,7.34,15.949,SrSn2Cl6O5,0.8203551575000025,0.3952117885417563,False,False,28.0,C2/c,Monoclinic,True,8.0000008,2.5597908436545755,False,other,,,none
mp-1209050,16.296,7.916,8.92,5.332,7.701,0.645,10.972333333333333,7.701,16.296,SrSn2Br6O5,0.7467452753035722,0.04880066358015882,False,True,28.0,C2/c,Monoclinic,True,4.0009658,3.549695061923695,False,other,,,none
mp-1199809,19.088,4.743,9.708,4.798,4.101,1.273,10.965666666666666,4.101,19.088,TlCo(NCl)6,1.3042418387499985,0.0,True,False,56.0,Pa-3,Cubic,True,24.0324235,2.8447671928078124,False,other,,,none
mp-570778,14.305,8.88,14.267,11.642,4.314,2.175,10.961999999999998,4.314,14.305,Cl2,0.03497849499999983,2.6476000000000006,False,False,16.0,P4_2/ncm,Tetragonal,False,0.0,0.9171351136537117,False,other,,,none
mp-754084,3.629,5.405,24.336,11.126,4.86,4.053,10.941666666666668,3.629,24.336,Cu2OF2,0.030905950999999376,0.0,True,True,10.0,Fddd,Orthorhombic,True,3.7918996,3.8021597570996857,False,cuprate-like,,,none
mp-1221394,5.29,1.015,19.451,3.338,8.016,1.762,10.918999999999999,5.29,19.451,Na2Fe3S4,0.15657201611111393,0.0,True,True,9.0,Cm,Monoclinic,True,4.0673849,3.6485837859704837,False,Fe-pnictide/chalcogenide,,,none
mp-1214613,20.333,4.973,5.935,0.916,6.306,1.951,10.857999999999999,5.935,20.333,Ba2YCu3O8,0.06484532727041792,0.0,True,True,14.0,P4/mmm,Tetragonal,False,0.0017233,6.329328496032487,True,cuprate-like,,100.1,family
mp-755137,8.79,3.959,9.827,1.844,13.875,1.163,10.830666666666666,8.79,13.875,BiO2,0.10193171000000234,0.0,True,True,6.0,C2/c,Monoclinic,False,0.0,7.5887516898194125,False,other,,,none
mp-1147753,18.096,6.222,11.832,7.994,2.541,1.609,10.823,2.541,18.096,Tl2CuO4,0.19430890071428397,0.0,True,True,7.0,I4/mmm,Tetragonal,False,0.008207,9.698355369461733,False,cuprate-like,,,none
mp-23102,12.483,4.926,12.198,5.695,7.734,3.88,10.805,7.734,12.483,Sr2Cu(ClO)2,0.15465461571428207,0.0,True,False,7.0,I4/mmm,Tetragonal,False,0.0075838,4.43766749468132,False,cuprate-like,,70.0,family
mp-12266,0.403,0.508,18.907,9.639,12.933,7.188,10.747666666666666,0.403,18.907,CaCuF4,0.0,0.7527999999999999,False,False,12.0,I4/mcm,Tetragonal,False,1.9999995,3.9840989438841325,False,other,,,none
mp-4668,10.061,0.999,12.171,2.055,9.899,3.193,10.710333333333333,9.899,12.171,K(CoSe)2,0.02667496862499874,0.0,True,False,5.0,I4/mmm,Tetragonal,True,2.2229471,5.160122624245807,False,other,,,none
mp-1194190,11.117,5.674,3.27,1.43,17.736,16.556,10.707666666666668,3.27,17.736,Ba3BiIr2O9,0.0037184785925727937,0.0,True,False,30.0,C2/c,Monoclinic,False,1.1825185,8.157352701145674,False,other,,,none
mp-1220725,9.2,3.06,10.689,0.93,12.169,1.409,10.686,9.2,12.169,Nb2CN,0.07542386343749996,0.0,True,True,4.0,R-3m,Trigonal,False,0.0016814,7.754501078369829,True,other,,17.9,family
mp-1232325,17.005,6.708,10.821,6.227,4.095,2.711,10.640333333333333,4.095,17.005,BaNaCuClO2,0.1949160225000064,0.0,True,True,6.0,P4mm,Tetragonal,False,0.0003667,4.326178036663737,False,cuprate-like,,0.0,family
mp-1067793,14.764,20.932,7.242,7.505,9.849,7.468,10.618333333333334,7.242,14.764,F2,0.28033232750000003,0.0,True,True,4.0,C2/c,Monoclinic,False,0.0005249,2.6974218430415915,False,other,,,none
mp-22848,14.253,8.497,12.91,12.023,4.68,2.29,10.614333333333333,4.68,14.253,Cl2,0.0,2.2818,False,False,4.0,Cmce,Orthorhombic,False,0.0,2.0864961128793245,False,other,,,none
mp-1047386,6.038,3.085,10.088,1.611,15.667,0.388,10.597666666666667,6.038,15.667,BiO2,0.1670406524999999,0.0,True,True,12.0,Cmcm,Orthorhombic,False,0.0013959,7.145437364939982,False,other,,,none
mp-1193343,12.583,3.309,15.084,6.088,4.065,1.066,10.577333333333334,4.065,15.084,CaTlCl5O7,0.9724449919285685,0.08162202688421408,False,False,28.0,C2/m,Monoclinic,False,0.000153,2.3796646272738364,False,other,,,none
mp-726421,13.844,8.245,9.112,9.517,8.433,1.0,10.463,8.433,13.844,Sn(ClO)2,0.7736295947,1.4489,False,False,20.0,P2_1/c,Monoclinic,True,7.9998456,2.437456487904881,False,other,,,none
mp-1147765,11.283,2.921,13.126,6.187,6.96,1.634,10.456333333333333,6.96,13.126,CuPb2(OF)2,0.26093682999999945,0.0,True,True,7.0,I4/mmm,Tetragonal,True,0.3189846,7.614815928436837,False,cuprate-like,,,none
mp-22060,10.534,5.091,8.163,0.708,12.665,5.658,10.454,8.163,12.665,Nb3In,0.0,0.0,True,False,8.0,Pm-3n,Cubic,False,1.2156734,8.640906718909465,True,other,4.9,4.9,exact
mp-1077240,7.875,0.938,10.113,1.252,13.173,2.636,10.387,7.875,13.173,NaFeAs,0.05249817999999973,0.0,True,True,6.0,Cmcm,Orthorhombic,False,0.0005924,4.607836916276992,False,Fe-pnictide/chalcogenide,,26.0,family
mp-1045992,11.953,12.161,7.873,1.969,11.226,1.637,10.350666666666667,7.873,11.953,CaCuO2,0.11976152854166688,0.03200000000000003,False,True,16.0,P-1,Triclinic,False,0.003082,4.253945080862131,False,cuprate-like,0.0,8.0,exact
mp-1042186,8.866,6.589,10.679,4.51,11.499,3.115,10.348,8.866,11.499,BaAlCu2O5,0.36573537878472173,0.0,True,True,9.0,P4mm,Tetragonal,False,0.0059788,5.78550251360138,False,cuprate-like,,,none
mp-560602,12.561,17.277,10.61,4.23,7.825,6.686,10.331999999999999,7.825,12.561,O2,0.4112986754166661,1.3241,False,False,24.0,Pbca,Orthorhombic,True,2e-07,1.900746171884904,False,other,0.65,0.65,exact
mp-1147631,1.743,1.864,20.155,4.861,9.085,2.822,10.327666666666667,1.743,20.155,LiCuOF,0.12179659249999997,0.0,True,True,4.0,P4/mmm,Tetragonal,False,0.0098238,4.496459930769559,False,cuprate-like,,,none
mp-1215436,5.616,1.636,16.331,8.755,8.941,10.949,10.296,5.616,16.331,Zn2FeS3,0.14045680250000103,0.0,True,True,6.0,P3m1,Trigonal,True,3.9995355,3.9125687505088114,False,Fe-pnictide/chalcogenide,,,none
mp-9421,12.872,13.086,4.797,4.638,13.208,5.293,10.292333333333334,4.797,13.208,Ho(CuO2)2,0.0,0.0,True,True,14.0,I4_1/a,Tetragonal,False,1.9988712,7.889780547130596,False,cuprate-like,,0.0,family
mp-1188558,9.681,4.219,16.261,5.798,4.686,1.081,10.209333333333333,4.686,16.261,FeCu2SiS4,0.049336331249998366,0.021300000000000097,False,False,16.0,Pmn2_1,Orthorhombic,True,8.0006083,3.8929457083357666,False,Fe-pnictide/chalcogenide,,,none
mp-1179909,12.831,9.55,12.851,2.455,4.9,2.954,10.194,4.9,12.851,NaCu(IO2)2,0.7445043641477214,0.0,True,True,16.0,C2/c,Monoclinic,True,2.7304252,3.783931768544138,False,cuprate-like,,,none
mp-1180008,11.517,13.118,11.08,3.151,7.919,5.58,10.172,7.919,11.517,O2,0.4198537808333329,1.2773010892239671,False,True,12.0,P1,Triclinic,False,0.0,1.5984529808851904,False,other,0.65,0.65,exact
mp-1216431,8.302,8.221,8.988,1.783,13.208,0.775,10.165999999999999,8.302,13.208,VCr(CuO2)2,0.019992719375007795,0.9177,False,True,16.0,C2/m,Monoclinic,True,4.0001596,5.210951636733637,False,cuprate-like,,,none
mp-887324,6.577,1.907,13.704,6.677,10.199,4.617,10.159999999999998,6.577,13.704,NaCu3O4,0.06762148187500028,0.0,True,True,8.0,Cmmm,Orthorhombic,False,0.0003995,4.50736493934475,False,cuprate-like,,,none
mp-1095516,6.582,1.518,17.122,5.562,6.739,1.951,10.147666666666668,6.582,17.122,KFe2Se3,0.02759202722222298,0.0,True,False,12.0,Cmcm,Orthorhombic,True,1.6830427,4.612686566580028,False,Fe-pnictide/chalcogenide,,32.6,family
mp-754220,7.349,2.449,5.602,1.118,17.27,1.933,10.073666666666666,5.602,17.27,Tm(CuO2)2,0.0,0.0,True,True,14.0,I4_1/a,Tetragonal,False,2.0018536,8.119621266766124,False,cuprate-like,,0.0,family
mp-753691,8.155,1.792,9.717,3.944,12.335,5.532,10.069,8.155,12.335,Y2Bi2O7,0.07852603352272691,0.12369999999999992,False,True,11.0,C2/m,Monoclinic,False,0.0009782,5.755236127592448,False,other,,,none
mp-605485,5.63,0.729,16.981,3.991,7.552,3.401,10.054333333333334,5.63,16.981,Fe2CuS3,0.18249908291666816,0.0,True,False,24.0,Pnma,Orthorhombic,True,20.9130999,4.141784855718359,False,Fe-pnictide/chalcogenide,,,none
mp-11517,9.461,0.649,10.55,1.794,10.088,1.261,10.033000000000001,9.461,10.55,NbRu3,0.03854934750000183,0.0,True,False,4.0,Pm-3m,Cubic,False,1.5e-05,11.216609716551268,True,other,13.5,13.5,exact
mp-1404389,7.124,2.064,13.353,6.312,9.615,3.79,10.030666666666667,7.124,13.353,NaCu3O4,0.07058008937499949,0.0,True,True,8.0,Cmm2,Orthorhombic,False,2.25e-05,4.440506105731572,False,cuprate-like,,,none
mp-15226,2.967,0.853,22.417,5.802,4.599,0.269,9.994333333333334,2.967,22.417,CrWN2,0.14903847874999698,0.0,True,False,4.0,R3m,Trigonal,True,2.0840507,11.630281619366198,False,other,,,none
mp-23438,6.804,5.355,9.458,1.894,13.713,3.207,9.991666666666667,6.804,13.713,BaBiO3,0.024886166999999126,0.0,True,False,10.0,Fm-3m,Cubic,False,0.0002449,7.543375463672939,False,other,0.0,0.0,exact
mp-996984,12.095,1.334,13.559,2.295,4.31,3.471,9.988,4.31,13.559,AgClO2,0.22078489625000053,0.0,True,True,4.0,P1,Triclinic,True,1.9999148,2.6867736686550177,False,other,,,none
mp-1220466,9.548,3.809,10.639,3.028,9.748,1.142,9.978333333333332,9.548,10.639,Nb4Fe(CS2)2,0.03195338416666793,0.0,True,True,11.0,P2/m,Monoclinic,True,2.9456518,5.871697175151873,False,Fe-pnictide/chalcogenide,,,none
mp-1095534,4.012,1.074,14.44,1.601,11.477,10.475,9.976333333333333,4.012,14.44,C,1.1233573308333327,0.3717999999999999,False,True,12.0,I4/mmm,Tetragonal,False,0.0,1.9189284082140834,False,other,7.4,7.4,exact
mp-22472,13.58,4.439,3.647,0.633,12.651,7.701,9.959333333333333,3.647,13.58,Ba3CuRu2O9,0.0,0.0,True,False,30.0,Cmcm,Orthorhombic,True,13.9927976,6.580279541075455,False,cuprate-like,,,none
mp-10229,7.979,3.1,11.483,0.905,10.341,1.5,9.934333333333333,7.979,11.483,Nb3Si,0.1118047254166683,0.0,True,False,8.0,Pm-3n,Cubic,False,0.1583353,7.556374651110748,True,other,,9.3,family
mp-1220481,7.585,4.849,10.751,3.319,11.406,4.509,9.914,7.585,11.406,Nb4Al,0.06669561320000028,0.0,True,True,5.0,Fmmm,Orthorhombic,False,0.0240807,7.405078417088688,False,other,,18.4,family
mp-504573,7.281,17.0,1.147,0.179,21.239,10.486,9.889000000000001,1.147,21.239,Cr2CuO4,0.022422854999991415,0.0,True,False,14.0,Fd-3m,Cubic,False,9.9999997,5.379143690262165,False,cuprate-like,,132.0,family
mp-567925,7.421,5.805,11.952,1.902,10.278,1.461,9.883666666666668,7.421,11.952,MoC,0.21468779562499662,0.0,True,False,8.0,P6_3/mmc,Hexagonal,False,0.0031311,8.456056475635732,False,other,10.152,14.7,exact
mp-1226325,6.0,4.633,9.795,2.317,13.851,9.759,9.882,6.0,13.851,Cr4CdFeS8,0.04998564964285723,0.0,True,True,14.0,F-43m,Cubic,True,16.0000853,3.9718664016713925,False,Fe-pnictide/chalcogenide,,,none
mp-910,9.859,2.32,10.255,2.31,9.515,1.424,9.876333333333333,9.515,10.255,NbC,0.02983855666667168,0.0,True,False,2.0,Fm-3m,Cubic,False,0.0,7.606367152085744,True,other,10.025,12.0,exact
